policy_id,month,age,tenure_m,premium,coverage,premium_change_90d,region,has_agent,is_smoker,dependents,lapse_next_3m,post_event_call_count
771,2023-06,55,32,117.16665946712604,12893.802066922364,-0.07895223833167812,W,0,0,2,0,0
772,2023-06,36,13,418.6707171673147,29234.001925734985,0.04635723882479432,W,0,1,1,0,0
773,2023-06,54,59,200.47396250177428,30046.61660885661,-0.01833485228520445,E,0,0,0,0,1
774,2023-06,59,29,171.05408134928751,18975.26656320672,-0.06036261661344298,N,0,0,1,0,0
775,2023-06,54,19,174.39925378001917,16023.106510217405,-0.022912155380712416,W,0,0,0,1,4
776,2023-06,21,46,147.27301987471228,9992.320803229692,0.2053056128664934,E,1,0,1,0,0
777,2023-06,34,43,197.4449866618984,13686.824268255488,-0.054546724318083356,W,0,0,3,0,0
778,2023-06,41,18,276.2102541359611,33718.38271527603,-0.04049950631084379,W,0,0,0,0,2
779,2023-06,43,21,77.89635702556046,9895.682720853476,0.006423065021120867,W,0,0,1,0,1
780,2023-06,54,13,138.02770995214482,8127.58013895169,-0.1411387587543524,E,0,0,1,0,1
781,2023-06,47,12,162.06144587440122,16743.98008785563,-0.04590996793739549,N,0,0,0,0,0
782,2023-06,24,104,279.07929000341693,25161.718219030336,-0.05566672726999286,E,0,0,0,0,0
783,2023-06,50,75,150.05373798965917,8743.651126898278,0.07562158539851131,E,0,0,1,0,1
784,2023-06,54,12,168.2729227810144,21629.548622609884,0.11886315072899728,W,0,1,0,0,0
785,2023-06,53,60,353.31752028837644,44396.320418857315,0.057864667249204915,N,0,1,2,0,2
786,2023-06,61,45,174.39372222513802,19100.52287994378,-0.017869144664325376,N,0,0,0,0,0
787,2023-06,57,134,244.24357870185352,25430.491045541,0.18652408190465314,C,1,0,3,0,0
788,2023-06,51,9,103.91604783507252,5743.416588941892,-0.021048308061202295,W,1,0,1,0,1
789,2023-06,43,20,211.09472385171148,27661.132089060437,0.035872530103834926,C,0,0,0,0,0
790,2023-06,20,18,107.48234850292754,8757.439167212196,-0.05321166457720192,W,0,0,3,0,0
791,2023-06,51,23,132.01669114417433,11496.089194533744,0.005851411662287585,E,1,0,0,0,0
792,2023-06,48,37,325.6343267078245,22342.806409421624,-0.07694063496163102,E,0,0,3,0,0
793,2023-06,49,11,181.77175399638344,13383.161139458614,-0.030459821594597005,C,1,1,0,0,1
794,2023-06,25,8,226.23968228589342,17794.612548612724,-0.07348597616961498,E,1,0,1,1,2
795,2023-06,28,5,259.2629322171045,23108.52469736962,0.05452320868894805,E,0,0,3,0,0
796,2023-06,60,19,117.94399813400214,13491.923195600591,-0.0022315345710390067,N,0,0,1,0,1
797,2023-06,44,57,98.85615756500108,13273.521700861616,0.12150039065032624,E,1,0,1,0,0
798,2023-06,55,122,108.71532727806022,13090.475174632693,-0.08920148998789086,W,0,0,1,0,1
799,2023-06,45,54,207.81641848925887,13431.48736148009,0.0020057437487451465,S,0,0,1,1,4
800,2023-06,45,30,149.2584150024663,16253.712317675017,-0.06734224752957686,N,0,0,0,0,0
801,2023-06,59,5,159.22739591608746,11524.90894767513,0.22949644864709537,S,0,0,1,0,1
802,2023-06,37,5,235.59091352203464,27301.222222516335,-0.11086345038500788,N,1,1,2,0,0
803,2023-06,46,46,268.9116295850713,17922.447558343447,-0.04766234575258353,N,1,0,1,0,1
804,2023-06,38,30,260.2878602190958,29191.776378513263,0.01241261783484309,S,1,0,0,0,0
805,2023-06,38,25,106.3404282789768,8511.665369254772,-0.03945921158687829,C,0,0,2,1,4
806,2023-06,40,20,166.53065277225122,18637.52803792367,-0.0696550188578468,E,0,0,1,1,4
807,2023-06,48,20,188.9447733561413,19868.95510271057,0.1787833691893409,N,0,0,1,0,0
808,2023-06,37,5,150.18719927978836,9345.60840180403,0.01395434935227987,N,0,0,3,0,1
809,2023-06,63,68,129.11421567284407,18345.633196239254,0.028800157815704625,E,0,1,1,0,0
810,2023-06,31,5,243.5482809537544,23892.439353326918,-0.033640822009557696,S,1,1,1,1,6
811,2023-06,42,41,113.29468394662733,8102.5537357249505,0.04437729586437347,W,1,0,1,0,2
812,2023-06,38,240,229.87532511689042,18360.309334535486,-0.15739673030388007,E,0,1,1,1,6
813,2023-06,66,81,297.86614896108233,39408.52145193961,0.03997648905175969,W,0,0,1,1,7
814,2023-06,47,28,122.84278362923679,15369.50815218,-0.13354775107755637,S,0,0,2,0,1
815,2023-06,60,208,100.00687057634377,5419.7200081269875,0.024269091780204408,E,0,0,1,1,3
816,2023-06,22,120,358.8441627635991,41632.419221122334,-0.01425996715459596,S,1,1,1,0,1
817,2023-06,49,93,132.2448015028152,18694.400632603003,-0.16576094103629913,C,0,0,2,0,2
818,2023-06,58,40,203.34825323895612,11755.474062224168,-0.033964959701685525,E,1,0,0,0,1
819,2023-06,46,13,122.61866688425509,12636.679230241389,-0.06337877483159061,S,0,0,0,0,0
820,2023-06,60,7,162.02208401395143,16028.649790627096,0.05057802891399763,S,0,0,1,0,0
821,2023-06,37,9,136.08111726706878,8459.719028975058,-0.05084623270893388,N,1,0,1,0,2
822,2023-06,66,44,438.6761179190737,41210.46191256453,0.04240348015024789,E,0,1,1,0,0
823,2023-06,79,133,176.23447074491122,12866.438720970838,-0.07220244508240578,N,0,0,1,0,0
824,2023-06,39,227,101.06207702516961,13619.292148335788,-0.15290090624920208,E,0,0,3,0,0
825,2023-06,38,111,144.77838426154915,16842.101669508815,0.06987407492694145,S,0,0,0,0,0
826,2023-06,66,22,96.7550513215198,12055.95375676152,0.08543728183119659,E,1,0,3,0,1
827,2023-06,68,19,250.3440789692284,19119.214771994044,0.25,W,0,0,1,0,0
828,2023-06,37,6,107.54760419982324,10518.929289149759,-0.22366535510284924,W,1,0,2,0,0
829,2023-06,38,19,148.97887340249508,20363.816376781346,-0.07174883577833727,W,0,0,1,0,2
830,2023-06,40,46,180.00047687747204,22438.833941793808,-0.003963267436704591,N,0,0,1,0,0
831,2023-06,24,16,205.95342030078953,10695.454561043449,-0.060119370310142896,N,1,0,1,0,0
832,2023-06,31,7,80.74823427629548,10706.341504944961,0.11545038157920227,E,0,0,2,0,0
833,2023-06,29,80,250.6208468733377,35489.33743836143,-0.17934013206950686,S,0,0,0,0,0
834,2023-06,33,17,295.524027831353,35187.27826123629,-0.0049207710384849045,S,0,0,1,0,0
835,2023-06,44,8,298.39515324707406,27080.648842686627,0.11924055650635207,N,0,1,1,0,0
836,2023-06,48,38,113.66706966077042,16368.438854527894,0.08635192296001082,S,0,0,1,0,0
837,2023-06,68,10,204.77957635038297,23765.05112129637,0.04353778246624565,N,0,0,0,1,3
838,2023-06,30,8,116.20938300977109,14475.182596497709,0.04745607116787544,C,0,0,0,0,0
839,2023-06,59,91,190.8841875759232,21225.207822370365,-0.0169619015215408,N,0,0,1,1,8
840,2023-06,41,48,220.8427822740893,20773.522376315086,0.08594422345792446,E,1,1,3,0,0
841,2023-06,44,45,112.32218725473453,7643.435512079932,0.00859935135008984,N,0,0,0,0,0
842,2023-06,55,5,187.0350871884449,9439.869615324484,-0.053423055841078676,E,1,0,1,0,0
843,2023-06,28,19,165.10411558544772,13654.226225516273,-0.008168499010983354,S,0,0,1,0,0
844,2023-06,50,66,111.68001691082424,6687.887990323842,-0.019529635900313494,C,0,0,1,0,0
845,2023-06,47,27,239.45058703278113,23793.001243856663,-0.06550345145765991,C,1,1,1,0,0
846,2023-06,52,53,185.97902898378445,12544.703517846525,-0.12461231229748343,S,0,0,1,0,1
847,2023-06,49,56,224.84542571267303,31088.865716354932,-0.15403092383269576,C,1,0,2,0,2
848,2023-06,81,31,218.84601312707832,18789.671152063744,-0.013995525906561074,C,0,0,2,0,0
849,2023-06,35,57,84.52236370288317,9652.692789268785,-0.10437090725633014,W,0,0,1,1,5
850,2023-06,37,11,183.50628242849146,9529.067182357852,0.0983512860362471,W,0,1,1,0,5
851,2023-06,35,19,162.30539052907488,17332.27253884031,0.0365179507070578,N,0,0,2,0,1
852,2023-06,36,18,225.00185974731014,18361.00293130157,0.010346357844036374,E,1,0,1,0,1
853,2023-06,35,24,201.07214506766215,21759.000740817628,0.01021192558760649,N,0,0,0,0,1
854,2023-06,62,14,173.98099390329173,20399.960800493995,0.15892723555316354,N,1,0,4,0,1
855,2023-06,66,10,291.7138033527853,16398.362992626044,0.0461475985156763,C,1,0,2,0,3
856,2023-06,36,19,120.48136974172319,15331.541911562601,-0.05072372461717617,S,0,0,2,1,5
857,2023-06,32,21,198.51814639097213,26137.667233891483,0.07278908011624353,W,0,0,2,1,4
858,2023-06,52,87,85.82681766573023,5583.536850303698,0.06965297094145227,W,1,0,2,0,1
859,2023-06,36,33,207.6147705457008,25106.2393226915,-0.016167891766557703,C,1,0,3,0,0
860,2023-06,54,82,170.69042519886352,25420.87220662452,0.0746377212747207,C,0,1,1,0,0
861,2023-06,48,65,118.28082242867822,13156.205305114661,-0.16641940314070722,N,0,0,2,0,0
862,2023-06,22,104,120.80817000430575,9866.699173667037,0.07562903239425964,N,0,0,0,0,0
863,2023-06,68,18,118.237977883622,13831.869054766226,-0.04721370092015184,S,1,0,4,0,0
864,2023-06,71,35,171.52066136309972,15435.244215533103,0.016345560331782402,N,0,0,1,0,1
865,2023-06,35,15,59.29667588457612,5630.607479034714,0.22789736244527214,N,1,0,2,0,0
866,2023-06,39,20,199.6859303727761,14022.820252049236,0.17684863551115745,S,0,1,1,0,0
867,2023-06,49,36,138.2573112541219,9730.254536694203,0.00609676693503303,W,0,0,0,0,0
868,2023-06,50,16,113.68389749412238,8772.317585065777,-0.07862064724157743,E,0,0,0,0,2
869,2023-06,54,17,142.45734192430746,12105.493755499978,0.07334722675905692,S,0,0,0,0,0
870,2023-06,75,17,198.01417093007936,21990.386808442257,0.0505211330881416,E,0,0,0,1,4
871,2023-06,42,58,153.64173259752758,10022.4523373035,-0.004828398864784259,N,0,0,1,0,2
872,2023-06,33,29,153.30029059337386,9310.197866945944,-0.04566594994571982,N,0,0,0,0,1
873,2023-06,24,37,113.23551102390917,8835.857410250166,-0.09484347823765742,W,0,0,2,0,1
874,2023-06,34,98,142.0066808017661,16973.36603165542,-0.04602988354770038,E,0,0,2,0,1
875,2023-06,44,92,105.31921268707961,9450.216367097622,-0.09387610133972928,W,1,0,0,0,1
876,2023-06,71,35,324.9818135582304,16526.789324566354,-0.07492000233201684,N,0,0,3,0,0
877,2023-06,37,5,177.10515645818944,22608.313651954166,0.035174242836635596,W,0,0,1,0,0
878,2023-06,48,9,156.82796170994038,19482.661654370462,0.07421724871663239,E,0,0,0,1,7
879,2023-06,44,13,67.80222819304879,9999.206649695203,0.05627789624730161,E,1,0,1,0,0
880,2023-06,62,30,221.15241420741685,13143.06030405269,0.14310673513427016,E,0,0,1,0,1
881,2023-06,82,36,419.54220000726787,34482.50974911448,0.03326558623912989,C,1,0,1,0,0
882,2023-06,37,83,116.55383045647196,14066.133387749936,0.011238139900269492,E,1,0,1,0,0
883,2023-06,37,99,92.65119940507289,10104.992228540335,0.1520131717651855,E,0,0,1,1,8
884,2023-06,60,12,174.21819264301578,9166.624152833012,0.25,C,0,0,0,0,0
885,2023-06,55,20,138.69094086180058,10288.543758625923,-0.1226120589990021,W,1,0,2,0,1
886,2023-06,72,76,291.54753777846645,25098.374463209904,0.08758769005013489,S,0,0,1,1,5
887,2023-06,53,5,214.88833622541827,23698.676664902043,-0.07769866082144622,W,0,0,1,0,1
888,2023-06,39,35,181.69647766068476,23345.571190571525,-0.01964387469329833,S,1,1,1,0,2
889,2023-06,53,6,153.11616792919762,16428.349312530456,-0.030312928079066694,N,0,0,3,0,1
890,2023-06,61,199,169.99721025168034,18729.498790580634,-0.08877556860609404,E,1,0,1,0,0
891,2023-06,57,74,247.62406797366418,25318.79349196369,0.05975816954735833,C,0,0,3,0,0
892,2023-06,52,27,222.01833203133475,23330.733416286657,0.02402476232938471,C,1,0,4,0,2
893,2023-06,61,42,260.42766360198164,29370.097559922644,-0.16993952410596383,S,0,0,0,0,0
894,2023-06,62,61,102.65119434496027,11106.100474182367,0.03199583624058068,E,0,0,1,0,1
895,2023-06,65,19,193.5564942241064,28810.77989636467,-0.05980988790254185,N,0,0,1,1,3
896,2023-06,54,8,216.81111914150242,12941.328469926753,-0.07571061581084343,C,1,0,3,0,0
897,2023-06,42,76,152.66411561873986,19509.689716049863,0.11072071016420465,C,0,0,1,0,0
898,2023-06,47,8,133.52083876823752,13852.234086841161,-0.0950284736249839,E,0,0,1,0,2
899,2023-06,63,86,395.15669988927124,46623.92337476578,0.051871952378679864,W,0,0,1,0,0
900,2023-06,32,89,163.05074661387877,11758.45434662363,0.060920970484231986,W,0,0,2,0,0
901,2023-06,50,49,111.7095274895287,6388.155939770662,0.06616314812106487,E,0,0,2,0,0
902,2023-06,39,37,159.03950120542322,22768.045276445722,0.16136399302157878,N,0,0,0,0,1
903,2023-06,45,52,179.87823342887086,11665.889133449995,-0.06103560530531668,E,0,0,1,0,0
904,2023-06,64,240,174.91858634693025,16911.784994896323,-0.2088851244973396,E,0,0,0,0,0
905,2023-06,47,9,94.99010253642048,12367.52913853834,-0.002034871704068255,E,0,0,2,0,0
906,2023-06,45,132,133.24140152572465,6693.66690166392,0.1323565770420703,S,0,0,0,0,0
907,2023-06,24,6,399.2786362344799,52685.37764282716,-0.005596447531855728,C,1,1,1,0,0
908,2023-06,56,41,249.20387210763002,27413.143637926416,0.04207156668583346,N,0,1,2,0,0
909,2023-06,54,15,272.46215445354716,30015.557120477522,-0.11178191311243202,E,0,0,0,0,0
910,2023-06,77,23,174.446297413184,9492.592787751953,-0.07806110288395923,E,0,0,0,0,0
911,2023-06,40,39,94.18932656657108,10126.183554136625,-0.15246962295137834,E,1,0,0,0,3
912,2023-06,48,39,139.84326926729693,13818.227152706395,0.25,E,1,0,0,0,0
913,2023-06,48,73,383.0954141722653,57013.404092225144,-0.20443619830523005,S,1,0,1,0,2
914,2023-06,68,12,169.74243292607346,22584.938185107636,0.17599881533321804,N,0,0,2,0,0
915,2023-06,43,25,148.94770359223835,20439.157304148957,-0.06612258363608996,E,0,1,0,0,0
916,2023-06,49,55,169.57304112334907,9072.422762240038,-0.04133472686991867,E,0,0,0,0,2
917,2023-06,54,13,112.7399958631421,15112.611342560387,0.23633796178220284,N,0,0,0,0,0
918,2023-06,47,42,227.1887956493129,31123.394913600765,-0.047261451862071965,W,0,0,1,0,2
919,2023-06,38,144,213.4997810140419,19528.04654386789,-0.07689363116580696,E,1,1,2,0,0
920,2023-06,47,105,293.4769333239514,34978.88976537438,-0.16081498324013513,E,1,0,2,0,1
921,2023-06,61,5,212.86061358251155,23287.13502943895,0.25,W,1,0,0,0,0
922,2023-06,29,8,109.58528621463309,10235.622441531954,0.08983286002615218,N,0,0,1,0,0
923,2023-06,46,24,152.95413135551777,8693.811142804314,0.08821540499667165,N,1,1,1,0,0
924,2023-06,34,24,157.28551472486075,8663.625322769974,0.022505466855740522,W,0,0,2,0,0
925,2023-06,62,71,243.60646983223796,12723.603144975747,-0.04966764521579246,E,0,1,2,0,3
926,2023-06,22,102,80.45160493986711,7059.279036133129,0.14285346454973957,E,1,0,2,0,1
927,2023-06,36,45,116.84794568408385,14333.344861156824,0.04532983743414809,W,0,0,2,0,1
928,2023-06,50,15,171.8914948855199,16536.54356453332,0.08337485099914496,W,0,0,0,0,0
929,2023-06,68,37,331.4698598137049,41584.90616488856,-0.05232532849500207,C,0,0,1,0,0
930,2023-06,44,73,261.5428500851832,17149.85105677773,0.010765566135889852,E,1,0,3,0,1
931,2023-06,36,6,150.20741816380777,15781.841468625193,0.029062097170549306,E,1,1,1,0,0
932,2023-06,73,56,155.6909659017461,21596.382754517326,-0.010675182558969425,S,0,0,1,0,0
933,2023-06,23,6,131.87832011524839,18555.020020612388,0.016564762605109917,N,1,0,1,0,0
934,2023-06,18,94,110.7341593639572,11712.250562023435,0.10311207504628445,E,0,0,0,0,0
935,2023-06,51,43,208.06907750881828,23270.106933474744,0.10828273702661505,S,0,0,4,0,1
936,2023-06,37,107,111.66469512682905,16553.95080001525,-0.05295219781675442,C,1,0,2,0,0
937,2023-06,29,37,202.68063482447107,27357.181945552846,-0.0056354843722194875,E,1,0,0,0,0
938,2023-06,55,12,199.8478009802826,25693.081443400846,-0.052958408931862634,E,1,0,1,0,0
939,2023-06,48,15,150.1228716352209,14561.755134968096,0.12300194427532406,S,0,0,2,0,0
940,2023-06,36,174,130.40300707501893,10173.466496495867,0.005971034072842642,N,1,1,1,0,0
941,2023-06,25,21,224.12423792312654,17349.37452594084,-0.04354137016808592,N,0,0,1,0,1
942,2023-06,58,53,195.26882010973577,29023.428370370304,-0.07495465732435805,S,1,1,1,1,3
943,2023-06,54,23,219.52835463922614,18590.80955371446,0.04975638608690958,N,0,0,1,0,0
944,2023-06,43,22,181.92326976612824,15677.272639924737,0.1360017150109856,E,1,0,0,0,0
945,2023-06,72,60,163.4855676124021,8572.466018128041,0.05247974218696482,C,0,0,0,0,0
946,2023-06,28,17,158.00602768787854,21537.238709144072,0.02503639260608731,C,0,0,2,0,0
947,2023-06,22,15,185.00244136353137,22836.71893877471,0.02011890677551933,E,0,1,3,0,3
948,2023-06,34,51,153.48817856217713,20246.80160590011,0.029612030685092956,N,0,0,0,0,2
949,2023-06,44,10,201.20338965957706,13796.63728677651,0.04942464726088614,C,0,0,2,0,0
950,2023-06,48,14,180.33854734104415,16225.077228790135,0.11489927791083698,C,1,1,2,0,0
951,2023-06,41,23,112.60828495804203,6825.043715369949,0.07537289334727766,N,0,0,3,0,0
952,2023-06,50,23,181.52629140615812,22384.47759673391,0.04064250999376683,W,0,0,1,0,0
953,2023-06,26,45,198.84071129057352,14838.812682217396,0.05553309290001921,S,0,0,1,0,1
954,2023-06,66,141,263.2344126448902,35725.24517732932,0.043079910326859976,W,0,1,2,0,0
955,2023-06,43,21,120.51482885369414,9663.384710217244,-0.07573606834037351,C,0,0,2,0,0
956,2023-06,61,44,136.99671864705908,8058.232788499621,0.06005128443638424,N,0,0,0,1,3
957,2023-06,50,15,103.46237854570445,7448.778757451267,-0.09707543207257546,C,0,0,3,0,2
958,2023-06,51,30,237.6058695907139,27573.400978026304,0.11363533949697657,E,0,1,0,1,4
959,2023-06,53,72,174.9055858957746,10209.873372147693,-0.008254730719819015,C,0,0,1,1,5
960,2023-06,51,35,126.82398610519537,12033.873101874296,-0.15056412936737676,E,0,0,0,0,1
961,2023-06,54,103,336.49034805790336,48850.42952225556,-0.053251284817106316,W,0,0,2,0,0
962,2023-06,64,32,311.4987370656758,41356.950780251216,-0.0073348021077067355,N,0,1,0,0,0
963,2023-06,47,117,434.96060619698505,32605.106978434585,-0.08367439924704212,S,0,1,4,0,1
964,2023-06,55,85,235.45955358512228,14243.711456698671,0.023260616964883962,N,1,1,1,0,0
965,2023-06,43,13,84.57680173313575,9630.00628481125,0.08057569298525961,C,1,0,1,0,1
966,2023-06,66,22,174.75560225812137,17434.002521412564,0.08324697189927138,W,1,0,3,0,0
967,2023-06,34,22,132.86922274162268,16932.38142704734,-0.07943968558293764,C,0,0,0,0,0
968,2023-06,72,127,389.4940600940528,32795.92840596819,-0.05587401050278902,C,1,1,1,1,3
969,2023-06,44,9,209.42800471489667,14274.37858597324,0.024442261079159422,N,1,0,4,0,0
970,2023-06,23,5,134.62562615618364,17618.40419247831,0.06806633772711887,S,1,0,1,0,0
971,2023-06,46,7,140.2496846692847,19601.53669515005,0.09316727489811778,N,0,0,1,0,0
972,2023-06,34,7,152.83837568704178,16113.268601368067,0.07506292670900266,N,0,0,1,0,0
973,2023-06,57,7,236.28211823519183,28975.01438309749,0.16431271446019047,N,1,0,1,0,0
974,2023-06,35,55,77.07338853685805,10936.469661209418,-0.026698142884540105,E,0,0,3,0,0
975,2023-06,38,108,174.4542238028937,12261.873378121065,-0.12324892176800675,S,0,0,0,0,1
976,2023-06,18,83,97.90972710201729,13530.177800271766,0.006499375366435616,N,0,0,2,0,0
977,2023-06,38,51,90.66290933236611,7586.639222145952,0.09449068942924255,N,0,0,1,0,1
978,2023-06,18,103,160.28076527959212,10386.298129025225,-0.16682618012090117,N,0,0,0,0,1
979,2023-06,21,9,121.77990984975982,9993.228052804177,-0.05569023829985203,C,0,0,4,0,0
980,2023-06,56,23,214.3557511923538,24686.566177291534,0.051143456499014396,W,0,0,2,0,2
981,2023-06,56,64,148.0375798374835,11248.08096992057,0.25,C,0,0,1,0,3
982,2023-06,51,7,238.61687596134837,34046.689112535685,-0.11505835571379724,S,0,0,1,0,0
983,2023-06,30,16,114.76697990065445,12940.532662110883,0.20535477185427423,S,0,0,0,0,1
984,2023-06,44,5,132.24497240747476,18427.691467488396,-0.038647240363348205,W,0,0,2,0,0
985,2023-06,44,6,199.74943274432647,23012.531257659168,0.012040987784626409,S,1,0,0,0,2
986,2023-06,27,31,227.3896818978594,22292.946752512893,-0.1410196983368182,S,1,0,0,0,1
987,2023-06,67,53,432.1508264127551,62956.180879028114,0.1982269266618255,N,0,1,0,0,0
988,2023-06,58,77,234.35948954407775,28684.28315525408,0.2281379208158661,N,0,0,1,0,0
989,2023-06,41,70,215.63267794749234,13696.005296445628,-0.12380518546256698,S,0,0,1,1,5
990,2023-06,45,27,139.6820612255226,9138.489456154763,0.04497077775113423,S,1,0,0,0,0
991,2023-06,48,11,89.80116136083238,8323.85646874237,-0.05245406057443461,E,0,0,0,0,0
992,2023-06,18,55,95.40236907660262,8390.011302432431,0.023323134354486824,N,0,0,0,1,2
993,2023-06,41,231,167.04835281564957,8687.155720942246,-0.013687122332176355,N,0,0,3,0,1
994,2023-06,34,15,76.38242709867136,4230.116968888674,0.054085749289739526,W,0,0,0,1,4
995,2023-06,29,7,271.6537953840501,32774.31914419727,0.18357606189273842,N,1,0,2,1,6
996,2023-06,40,10,588.0027811785527,42475.90137782903,-0.00037166120272440336,S,1,1,2,0,0
997,2023-06,71,36,286.7307630322734,38240.500509334175,0.02781678063448012,C,0,0,1,0,0
998,2023-06,54,117,114.44015024457323,9133.366855828897,0.069342675646299,N,0,0,1,1,7
999,2023-06,36,66,70.22915623111157,8123.198199831213,0.013910804225637653,N,0,0,1,0,1
1000,2023-06,53,99,257.4473415455401,27842.943655553277,-0.17123184391006765,E,0,0,1,0,1
1001,2023-06,65,10,144.81449992104496,20884.745715232675,-0.07578493694342874,S,0,1,4,0,1
1002,2023-06,58,90,137.28015989862985,15632.676775999653,0.10165969758343174,E,0,0,1,0,0
1003,2023-06,45,60,476.2335265141576,59847.68545680895,0.13994772014843715,W,0,1,1,1,3
1004,2023-06,35,63,106.77451184538155,13679.784120438408,-0.13948393061205816,N,0,0,1,0,1
1005,2023-06,55,17,145.56618519200205,8808.45747995241,0.061120399897664525,E,1,0,2,0,0
1006,2023-06,50,9,75.7965021923693,5787.227295753882,0.05258136823125036,E,0,0,1,0,0
1007,2023-06,58,15,330.0714158524079,30442.905197847598,0.21512180517330257,N,1,0,1,0,1
1008,2023-06,54,10,155.5947710398337,9703.548009273743,0.07371987114228318,E,1,0,3,0,0
1009,2023-06,60,6,142.92176885036693,16151.49652480327,-0.08052684804929677,S,0,0,0,0,0
1010,2023-06,36,146,193.1340427444355,27258.674932524416,-0.06824102251973466,E,1,0,0,0,0
1011,2023-06,64,24,174.2119227598054,24332.39001705775,-0.16789867824293217,N,0,0,0,0,0
1012,2023-06,47,5,439.6035319589338,48406.082580583476,-0.008432940408869542,E,0,1,0,0,2
1013,2023-06,76,32,457.4803086190364,54077.610645743785,0.09499780627839215,S,0,0,1,0,0
1014,2023-06,34,22,65.72452163394256,9753.45363084316,0.01359374434552476,W,1,0,3,0,0
1015,2023-06,71,13,156.96604812789252,22290.030382940935,-0.07016145511515355,N,0,0,1,1,5
1016,2023-06,47,48,209.5542864142521,29340.68457998197,-0.008146992267017157,S,0,0,0,0,1
1017,2023-06,35,25,191.83024853987897,15718.544906042274,0.013789344856567116,E,1,0,1,0,0
1018,2023-06,37,25,269.48432912780765,14785.26828129347,0.09728049913938697,W,0,1,3,0,0
1019,2023-06,40,9,197.0926791711185,21648.249580482498,0.0373171332254428,E,1,1,0,0,1
1020,2023-06,51,38,135.7388594969628,9399.525917479616,-0.008755320491507098,E,1,0,2,0,0
1021,2023-06,52,43,102.11242622461116,6103.289336111908,-0.13345424652988883,W,1,1,0,0,1
1022,2023-06,36,22,98.50584377410415,5582.2843275228,0.005104030769008589,C,1,0,0,0,0
1023,2023-06,44,32,77.85171472935887,6428.732607707385,0.040802540881313784,S,1,0,1,0,1
1024,2023-06,77,68,169.7632216171226,14526.8861217385,0.08126552894352793,E,0,0,1,1,3
1025,2023-06,70,75,179.87797138190896,13737.785153805884,0.14750857906233986,W,1,0,3,0,0
1026,2023-06,51,50,80.02661689417579,4859.4534078703155,-0.02772506768665567,C,0,0,0,0,1
1027,2023-06,45,85,101.9283733895278,11684.25411554405,0.0467738747977797,C,0,0,1,0,2
1028,2023-06,46,100,109.75927909624677,14215.253065535877,-0.12704916034105926,S,0,0,2,0,0
1029,2023-06,54,58,254.6165029017354,36170.45064383958,-0.02902091150253257,N,1,0,1,0,0
1030,2023-06,29,29,126.59284207795119,15693.492582707991,-0.05725231791891312,E,1,0,1,0,0
1031,2023-06,41,14,192.19950834180995,9832.674847771323,-0.05443142793274391,W,1,1,1,1,7
1032,2023-06,19,55,132.89847788024213,9762.031014479348,-0.07123580282674295,E,0,0,1,1,5
1033,2023-06,50,198,124.99292272079171,15907.585258332227,0.004006272284913196,E,0,0,0,0,0
1034,2023-06,54,26,202.38523017318298,20588.037692316837,0.012686943662247189,W,0,0,2,0,0
1035,2023-06,37,70,212.72873627707605,12749.32253395406,-0.09945900125444111,S,1,0,1,0,1
1036,2023-06,68,94,143.2857001285332,20894.091035303478,-0.09580748773135532,C,1,0,1,0,0
1037,2023-06,26,11,148.6608284020205,22012.119652804155,-0.1544931191147205,S,0,0,2,1,6
1038,2023-06,23,52,132.84989917087728,12304.763107415862,-0.049387556399305005,S,0,0,0,0,0
1039,2023-06,48,199,192.91549830072313,20396.28344786243,0.2236103383425182,E,0,0,0,0,1
1040,2023-06,60,46,150.3808690413814,9484.063046687485,0.018860955403119273,W,0,0,0,0,0
1041,2023-06,70,19,85.850801932781,6128.35758303159,-0.02278772160454495,N,1,0,2,0,0
1042,2023-06,38,108,155.78029035163902,8295.839179529508,0.06114892874762178,N,0,0,4,0,0
1043,2023-06,61,15,182.0311933380671,24285.46614476216,-0.0694252718477872,C,0,0,0,0,0
1044,2023-06,44,20,112.41521712521592,6048.7495974917865,-0.050943240812582315,N,0,1,0,0,2
1045,2023-06,42,8,146.86566212229974,16425.794664968053,-0.04102483327063856,E,0,0,0,0,1
1046,2023-06,58,19,405.03540329352484,40804.23421046696,-0.09872242340889065,E,1,1,1,0,1
1047,2023-06,54,31,138.45466113108054,20199.02947996886,-0.09726582189106353,E,0,0,1,0,1
1048,2023-06,21,21,132.96924536167097,7497.527516129436,0.013019003870287541,E,0,1,1,0,0
1049,2023-06,67,27,95.22341292622205,6465.799011855242,0.1331917315638793,N,0,0,0,0,0
1050,2023-06,65,58,211.718774947764,30841.804128213123,-0.08692825839261788,E,1,0,1,0,0
1051,2023-06,35,30,243.79610187852617,24513.117731341885,-0.04064340210967276,S,1,1,1,0,0
1052,2023-06,50,107,127.56387223490364,14253.786566610082,0.1675353173661864,E,1,0,0,0,0
1053,2023-06,52,12,282.87589911109336,30834.656845860332,-0.17020155130924286,N,0,0,1,0,0
1054,2023-06,48,40,128.0928633950778,7348.13790144465,0.028939047236944623,E,0,0,0,0,0
1055,2023-06,36,11,101.6737140004826,11664.53333387317,-0.08250975467264508,N,0,0,2,0,0
1056,2023-06,34,25,182.47947063455422,21632.05358374307,-0.1385819229071343,S,1,1,0,0,0
